112599	2005-10-14 02:37:26 -0400
119206	2005-12-04 23:37:47 -0500
125572	2006-01-27 16:32:14 -0500
134483	2006-04-03 06:19:49 -0400
146622	2006-06-12 12:54:41 -0400
164154	2006-11-10 13:27:29 -0500
165082	2006-11-18 15:33:40 -0500
165815	2006-11-24 14:38:49 -0500
170510	2007-01-15 13:20:19 -0500
171138	2007-01-20 20:34:29 -0500
172952	2007-02-05 17:20:51 -0500
172958	2007-02-05 17:48:36 -0500
174480	2007-02-16 13:29:32 -0500
181506	2007-04-07 20:26:07 -0400
183492	2007-04-21 00:18:27 -0400
184655	2007-04-29 23:24:49 -0400
188583	2007-05-23 04:10:41 -0400
192574	2007-06-14 00:24:23 -0400
192756	2007-06-14 17:38:26 -0400
192762	2007-06-14 17:58:02 -0400
192778	2007-06-14 20:27:27 -0400
193136	2007-06-18 12:03:14 -0400
193415	2007-06-19 17:40:04 -0400
194101	2007-06-23 14:14:48 -0400
194975	2007-06-29 18:34:26 -0400
194981	2007-06-29 19:25:54 -0400
195275	2007-07-03 10:43:43 -0400
195770	2007-07-08 15:59:47 -0400
195824	2007-07-09 09:32:47 -0400
196007	2007-07-10 11:35:00 -0400
196298	2007-07-12 08:40:23 -0400
196541	2007-07-14 09:48:35 -0400
197005	2007-07-18 14:26:38 -0400
197007	2007-07-18 14:31:01 -0400
197049	2007-07-18 17:47:16 -0400
197329	2007-07-20 15:06:16 -0400
197332	2007-07-20 15:32:24 -0400
197604	2007-07-24 04:02:31 -0400
197745	2007-07-25 00:35:04 -0400
198012	2007-07-26 15:00:20 -0400
198043	2007-07-26 18:29:36 -0400
198334	2007-07-30 17:56:13 -0400
198731	2007-08-02 16:13:00 -0400
199259	2007-08-08 10:21:55 -0400
199336	2007-08-08 18:26:56 -0400
199366	2007-08-09 02:18:37 -0400
199938	2007-08-14 14:49:53 -0400
200630	2007-08-20 21:36:02 -0400
200754	2007-08-21 23:34:09 -0400
200791	2007-08-22 05:53:59 -0400
202772	2007-09-10 04:52:00 -0400
205532	2007-10-04 20:05:25 -0400
206118	2007-10-12 04:42:13 -0400
206444	2007-10-16 06:41:09 -0400
206528	2007-10-16 16:28:07 -0400
207670	2007-10-27 12:04:52 -0400
207706	2007-10-28 13:56:10 -0400
208667	2007-11-03 08:30:55 -0400
209410	2007-11-10 02:52:54 -0500
209774	2007-11-14 06:12:34 -0500
211585	2007-11-30 07:26:17 -0500
211587	2007-11-30 07:45:44 -0500
211713	2007-12-02 23:38:33 -0500
213642	2007-12-20 15:55:44 -0500
216405	2008-01-24 04:27:00 -0500
216467	2008-01-24 11:32:38 -0500
216478	2008-01-24 12:36:31 -0500
216644	2008-01-25 16:33:30 -0500
217971	2008-02-06 05:28:35 -0500
218027	2008-02-06 12:00:11 -0500
218142	2008-02-07 05:04:13 -0500
218159	2008-02-07 07:20:11 -0500
218300	2008-02-08 08:19:56 -0500
218306	2008-02-08 09:28:54 -0500
218310	2008-02-08 09:58:36 -0500
218584	2008-02-11 20:29:10 -0500
219878	2008-02-21 17:33:58 -0500
220258	2008-02-25 14:25:13 -0500
221053	2008-03-02 04:36:55 -0500
221139	2008-03-03 08:47:36 -0500
221177	2008-03-03 11:53:20 -0500
221896	2008-03-07 13:55:58 -0500
222253	2008-03-11 11:55:59 -0400
222824	2008-03-14 18:28:02 -0400
222866	2008-03-15 21:35:07 -0400
222868	2008-03-15 21:53:43 -0400
222878	2008-03-16 08:05:22 -0400
223178	2008-03-19 06:21:15 -0400
223207	2008-03-19 11:37:23 -0400
223484	2008-03-21 07:36:26 -0400
224095	2008-03-26 10:12:55 -0400
224196	2008-03-26 16:35:27 -0400
224907	2008-03-31 10:34:22 -0400
225199	2008-04-01 16:21:33 -0400
226608	2008-04-10 20:04:29 -0400
227939	2008-04-21 00:09:13 -0400
228876	2008-04-25 10:14:09 -0400
228882	2008-04-25 10:38:40 -0400
229237	2008-04-29 03:47:59 -0400
229921	2008-05-02 03:56:09 -0400
230180	2008-05-05 07:31:04 -0400
230182	2008-05-05 07:35:25 -0400
230183	2008-05-05 07:38:44 -0400
230369	2008-05-06 07:28:49 -0400
232006	2008-05-14 01:47:15 -0400
232530	2008-05-16 12:09:46 -0400
232813	2008-05-19 11:00:02 -0400
233807	2008-05-24 09:18:57 -0400
233808	2008-05-24 09:35:45 -0400
233809	2008-05-24 09:40:57 -0400
234141	2008-05-27 08:55:18 -0400
234803	2008-05-30 05:56:24 -0400
235115	2008-06-02 08:43:09 -0400
235302	2008-06-03 06:50:52 -0400
235930	2008-06-05 17:01:57 -0400
236066	2008-06-06 11:25:00 -0400
236812	2008-06-12 05:05:09 -0400
236815	2008-06-12 05:16:32 -0400
236819	2008-06-12 05:23:28 -0400
236823	2008-06-12 05:28:16 -0400
236828	2008-06-12 05:53:30 -0400
236831	2008-06-12 06:24:37 -0400
237169	2008-06-13 18:24:34 -0400
237726	2008-06-18 22:09:07 -0400
238970	2008-06-30 08:16:09 -0400
238976	2008-06-30 09:06:28 -0400
240926	2008-07-15 13:37:31 -0400
242950	2008-08-02 04:51:45 -0400
244784	2008-08-21 04:25:17 -0400
244908	2008-08-22 02:34:38 -0400
246155	2008-09-03 17:09:17 -0400
249240	2008-09-30 18:53:56 -0400
251333	2008-10-19 20:07:33 -0400
251740	2008-10-22 13:03:33 -0400
252092	2008-10-25 12:40:03 -0400
252093	2008-10-25 12:57:48 -0400
254684	2008-11-08 17:31:16 -0500
254687	2008-11-08 20:22:47 -0500
254833	2008-11-11 02:49:39 -0500
254872	2008-11-11 07:57:55 -0500
255006	2008-11-12 05:30:39 -0500
255191	2008-11-13 10:16:17 -0500
255307	2008-11-14 01:33:31 -0500
255308	2008-11-14 01:54:22 -0500
255329	2008-11-14 05:20:18 -0500
255347	2008-11-14 08:11:50 -0500
255352	2008-11-14 09:39:26 -0500
256580	2008-11-26 04:37:59 -0500
256603	2008-11-26 07:12:57 -0500
256605	2008-11-26 07:20:27 -0500
256853	2008-11-28 01:15:32 -0500
256975	2008-11-29 11:43:00 -0500
256980	2008-11-30 02:29:13 -0500
256985	2008-11-30 06:42:41 -0500
257017	2008-12-01 02:09:25 -0500
257381	2008-12-03 10:07:24 -0500
257861	2008-12-08 03:56:19 -0500
257864	2008-12-08 04:07:56 -0500
257926	2008-12-08 10:03:40 -0500
258252	2008-12-10 04:59:12 -0500
258904	2008-12-16 04:21:16 -0500
258916	2008-12-16 06:28:52 -0500
258927	2008-12-16 07:49:59 -0500
259041	2008-12-16 18:17:03 -0500
259072	2008-12-17 04:13:57 -0500
259233	2008-12-18 06:19:05 -0500
259286	2008-12-18 12:35:42 -0500
259389	2008-12-19 11:36:09 -0500
259471	2008-12-22 03:00:59 -0500
259480	2008-12-22 06:00:57 -0500
259856	2009-01-02 02:20:00 -0500
259917	2009-01-04 11:45:07 -0500
260555	2009-01-09 11:02:43 -0500
261803	2009-01-21 07:20:59 -0500
261805	2009-01-21 07:31:31 -0500
263514	2009-02-03 14:05:23 -0500
264126	2009-02-08 23:31:37 -0500
264527	2009-02-11 10:09:44 -0500
264698	2009-02-12 10:03:03 -0500
264887	2009-02-13 13:57:05 -0500
264958	2009-02-15 09:34:36 -0500
264983	2009-02-16 03:32:36 -0500
264984	2009-02-16 03:33:56 -0500
265010	2009-02-16 08:33:53 -0500
265269	2009-02-18 04:29:46 -0500
265312	2009-02-18 10:26:08 -0500
265408	2009-02-19 02:09:20 -0500
265410	2009-02-19 02:18:05 -0500
265412	2009-02-19 02:23:25 -0500
265413	2009-02-19 02:27:38 -0500
265414	2009-02-19 02:32:00 -0500
265415	2009-02-19 02:37:58 -0500
265551	2009-02-19 16:27:29 -0500
265816	2009-02-23 07:50:22 -0500
266118	2009-02-25 07:57:26 -0500
266120	2009-02-25 08:12:11 -0500
266122	2009-02-25 08:20:27 -0500
266140	2009-02-25 10:18:41 -0500
266262	2009-02-26 02:32:24 -0500
266428	2009-02-27 03:04:17 -0500
266483	2009-02-27 08:42:40 -0500
266539	2009-02-27 14:03:48 -0500
266595	2009-02-28 11:49:25 -0500
266640	2009-03-01 21:03:31 -0500
266723	2009-03-02 12:43:05 -0500
267390	2009-03-06 10:54:30 -0500
267481	2009-03-07 01:35:53 -0500
267494	2009-03-07 09:14:35 -0500
267523	2009-03-07 20:05:55 -0500
267528	2009-03-08 04:50:40 -0400
267782	2009-03-10 04:23:28 -0400
269091	2009-03-17 17:01:53 -0400
269612	2009-03-22 08:55:04 -0400
270332	2009-03-27 17:20:34 -0400
273135	2009-04-21 16:50:40 -0400
273151	2009-04-21 18:45:25 -0400
273357	2009-04-22 18:57:22 -0400
273599	2009-04-24 10:52:58 -0400
273819	2009-04-27 07:24:25 -0400
274613	2009-04-30 18:57:03 -0400
275359	2009-05-07 15:12:36 -0400
275722	2009-05-11 16:30:47 -0400
277176	2009-05-20 13:42:17 -0400
277573	2009-05-23 07:56:57 -0400
279043	2009-06-03 19:04:44 -0400
282667	2009-07-07 09:19:06 -0400
287666	2009-08-26 05:00:10 -0400
292995	2009-10-22 02:58:57 -0400
295335	2009-11-17 07:29:49 -0500
296107	2009-11-25 08:58:45 -0500
296145	2009-11-25 11:05:31 -0500
297807	2009-12-15 03:40:31 -0500
299849	2010-01-16 11:33:20 -0500
302394	2010-02-10 04:54:50 -0500
302407	2010-02-10 07:32:10 -0500
302420	2010-02-10 09:06:52 -0500
303030	2010-02-17 02:55:45 -0500
303125	2010-02-17 15:35:15 -0500
303156	2010-02-18 03:13:45 -0500
303667	2010-02-23 14:08:10 -0500
310643	2010-04-27 10:32:57 -0400
312324	2010-05-10 15:35:26 -0400
313047	2010-05-16 17:14:47 -0400
313365	2010-05-18 10:31:53 -0400
314500	2010-05-26 12:18:01 -0400
314558	2010-05-26 15:39:29 -0400
314560	2010-05-26 15:42:38 -0400
314584	2010-05-26 18:48:29 -0400
314998	2010-05-30 07:11:02 -0400
314999	2010-05-30 07:15:42 -0400
315248	2010-06-01 12:22:58 -0400
315897	2010-06-06 04:46:38 -0400
315970	2010-06-07 08:44:14 -0400
316106	2010-06-08 05:19:25 -0400
316595	2010-06-11 08:18:02 -0400
317797	2010-06-24 06:11:42 -0400
317798	2010-06-24 06:20:31 -0400
317811	2010-06-24 09:08:39 -0400
317919	2010-06-25 03:02:47 -0400
317920	2010-06-25 03:10:25 -0400
317921	2010-06-25 03:13:47 -0400
317925	2010-06-25 03:43:24 -0400
317926	2010-06-25 03:50:38 -0400
317931	2010-06-25 04:32:09 -0400
317994	2010-06-25 10:07:31 -0400
318070	2010-06-26 03:48:11 -0400
318074	2010-06-26 07:24:33 -0400
318075	2010-06-26 07:27:30 -0400
318086	2010-06-26 13:23:01 -0400
319126	2010-07-07 09:56:43 -0400
319259	2010-07-08 08:34:55 -0400
319269	2010-07-08 10:02:51 -0400
319878	2010-07-14 12:17:00 -0400
320081	2010-07-16 04:26:48 -0400
320175	2010-07-17 12:50:16 -0400
320188	2010-07-18 05:17:43 -0400
320612	2010-07-22 06:46:45 -0400
320799	2010-07-24 07:57:21 -0400
321427	2010-07-31 06:40:28 -0400
321428	2010-07-31 06:43:57 -0400
321450	2010-08-01 05:05:18 -0400
321690	2010-08-04 05:55:20 -0400
321708	2010-08-04 08:43:43 -0400
323208	2010-08-19 23:02:56 -0400
324215	2010-09-01 11:31:16 -0400
325813	2010-09-21 02:52:05 -0400
325950	2010-09-22 08:05:03 -0400
326033	2010-09-23 07:19:13 -0400
326221	2010-09-25 05:17:23 -0400
326841	2010-10-02 08:53:10 -0400
327029	2010-10-05 13:30:20 -0400
327060	2010-10-06 01:10:18 -0400
327147	2010-10-06 13:43:13 -0400
327379	2010-10-09 03:23:26 -0400
327749	2010-10-14 06:01:00 -0400
327919	2010-10-15 12:30:54 -0400
328011	2010-10-18 02:51:26 -0400
328130	2010-10-19 10:08:02 -0400
328142	2010-10-19 11:16:10 -0400
328278	2010-10-20 14:20:18 -0400
328542	2010-10-24 04:46:42 -0400
328772	2010-10-26 15:42:01 -0400
328996	2010-10-29 01:15:42 -0400
328998	2010-10-29 01:51:04 -0400
328999	2010-10-29 02:04:22 -0400
329054	2010-10-29 11:13:58 -0400
329155	2010-10-31 04:28:51 -0400
329197	2010-11-01 11:13:08 -0400
329200	2010-11-01 11:38:18 -0400
329247	2010-11-02 06:23:35 -0400
331383	2010-11-29 18:23:55 -0500
331740	2010-12-03 00:44:46 -0500
331878	2010-12-05 14:42:13 -0500
332851	2010-12-17 09:44:31 -0500
332852	2010-12-17 09:56:06 -0500
333137	2010-12-23 05:16:16 -0500
333850	2011-01-10 05:59:08 -0500
337624	2011-02-18 19:06:27 -0500
337673	2011-02-20 18:15:28 -0500
342352	2011-04-09 09:29:16 -0400
342356	2011-04-09 11:43:02 -0400
342364	2011-04-10 05:02:09 -0400
342686	2011-04-13 05:19:46 -0400
342694	2011-04-13 06:30:02 -0400
342782	2011-04-14 00:38:14 -0400
343780	2011-04-25 19:29:32 -0400
348487	2011-06-06 20:40:02 -0400
349550	2011-06-16 08:01:43 -0400
368052	2012-01-06 13:38:24 -0500
369023	2012-01-19 00:22:58 -0500
371768	2012-02-16 10:12:57 -0500
385395	2012-07-18 07:44:05 -0400
389230	2012-09-11 05:16:31 -0400
397877	2013-01-10 10:44:56 -0500
404763	2013-04-02 18:01:51 -0400
406064	2013-04-19 05:00:14 -0400
408030	2013-05-14 11:18:06 -0400
